title,price,area,bedrooms,bathrooms,location,purpose,type,is_furnished,is_verified,is_negotiable,is_sold,has_payment_plan,rental_frequency,is_monthly,is_yearly,dp_ratio,has_agency,agency_name,price_note,is_hot,is_off_plan,is_ready,has_video,property_id
Luxurious House with Stunning Views,330000.0,300,6,7.0,"Mountain View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,84420
Spacious Family Home,270000.0,250,4,4.0,"Oakland Villas, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,Golden Properties Company,(Down payment),0,1,0,0,84335
Comfortable House for Sale in Erbil,105000.0,188,3,2.0,"Family Land Village, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Hills Property,,0,0,1,0,84423
Furnished House For Sale,92500.0,100,3,2.0,"Kwestan (Qadisya), Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,84415
Modern One-Bedroom Apartment for Sale,87500.0,81,1,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Jamana Real Estate Company,,0,0,1,0,84413
Cozy 1 Bed Apartment,93000.0,92,1,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Jamana Real Estate Company,,0,0,1,0,84410
Modern apartment with 3 bedrooms,160000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,84405
Luxury Living Space with 3 Bedrooms,163000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,84404
Spacious 3-Bedroom Apartment in Rami Towers,164000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,84403
Spacious apartment in Rami Towers,165000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,84402
Cozy Studio Apartment in Rami Towers,59000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,84400
Studio Apartment,57000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,84399
Cozy Studio Apartment in Rami Towers,60000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,84398
1 Bedroom apartment in Erbil,72800.0,88,1,1.0,"Queen Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.7143,1,Sirius Real Estate Company,(Down + Second payment),0,0,1,0,84397
Prime location for residential plot,87500.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84442
Spacious Apartment in Empire Wings,192500.0,222,3,2.0,"Empire Wings, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,80330
House for sale in Family Land on Pirmam Road (Masaf) - Erbil,120000.0,300,2,2.0,"Family Land Village, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84393
Spacious Apartment with 2 Bedrooms,139000.0,158,2,2.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.2014,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,84391
House for sale in Brayti,600000.0,600,0,,"Brayaty, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84389
Commercial property for sale in Kurdistan,530000.0,300,0,,"Kurdstan, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84388
Apartment available for sale in Saloor Tower,95000.0,165,2,2.0,"Saloor Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84387
Furnished Apartment For Sale,76000.0,116,2,2.0,"Lalav Sun Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84382
Residential Plot (150m²),48000.0,150,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84438
Build your dream home today!,51000.0,150,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84437
land for sale in Erbil,145000.0,200,0,,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,0,0,84379
Cozy Apartment in Eskan Towers,44500.0,70,1,1.0,"Eskan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dyar Real Estate Company,,0,0,1,1,84378
Build Your Dream Home Here,43500.0,150,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84441
Spacious 1-BR Apartment for Sale,71000.0,90,0,1.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,1,0,0,84311
Modern Apartment In Great Location,78020.0,94,1,1.0,"Asco International City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.6857,1,Dyar Real Estate Company,(Negotiable + Down payment),0,1,0,0,84375
150m² Plot for Sale,57500.0,150,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84440
Apartment in Cash,42000.0,80,1,1.0,"Lalav Sky View, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Vexa Real Estate Company,,0,1,0,0,84358
Modern Apartment in Erbil,125000.0,170,2,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,84356
Internal View Apartment,85500.0,94,1,1.0,"Empire Pearl Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,84355
One Floor House,84000.0,204,2,1.0,"Ashti City 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84352
House Opposite Garden,115000.0,100,3,2.0,"Kwestan (Qadisya), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,84350
Stylish Apartment with 2 Bedrooms,155000.0,146,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,84349
House for sale in Ashti City 2 project,110000.0,221,3,2.0,"Ashti City 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84348
House for sale in the Hawlere nwe,107500.0,150,4,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84347
Plot for Sale in Erbil,560000.0,800,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Key Finder Real Estate Company,,0,0,1,0,84346
Four new houses for sale in Bakhtyari,147500.0,100,3,2.0,"Bakhtyari, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84329
Modern Apartment in Erbil,109200.0,140,2,2.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1007,1,Rawezh Properties,(Down payment),0,1,0,0,84322
Modern Apartment,109200.0,140,2,2.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1007,1,Rawezh Properties,(Down payment),0,1,0,0,84318
Corner Commercial Building,780000.0,240,0,,"Nawroz (Hay Askari), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,84304
External View Apartment,107500.0,97,1,1.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Adam Real Estate,,0,0,1,0,84301
Elegant Studio Apartment in Siraj Towers,79000.0,90,0,1.0,"Siraj Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2025,1,Rawezh Properties,(Down payment),0,1,0,0,84310
Furnished Apartment For Sale,45000.0,70,1,1.0,"Eskan Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,84309
Cozy 2-Bedroom Apartment in Erbil,109200.0,140,2,2.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1007,1,Rawezh Properties,(Down payment),0,1,0,0,84316
Modern apartment with 2 bedrooms,109200.0,140,2,2.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1007,1,Rawezh Properties,(Down payment),0,1,0,0,84305
Profitable Investment Opportunity,930000.0,420,0,,"Nawroz (Hay Askari), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Omer Faqe Real Estate,(Negotiable),0,0,1,0,84303
Spacious House in Oakland Villas,350000.0,320,5,4.0,"Oakland Villas, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2,1,Golden Properties Company,(Down payment),0,1,0,0,84332
Mixed-Use Property in Erbil,230000.0,230,0,,"Nawroz (Hay Askari), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,84291
Furnished Apartment For Sale,125000.0,138,2,2.0,"White Towers, Erbil",For Sale,sale,1,0,0,1,0,,0,0,0.0,1,Royal Emaar Real Estate Company,,0,0,1,0,84293
Investment Opportunity in Nawroz,270000.0,200,0,,"Nawroz (Hay Askari), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,84289
Apartment in Atlantic City with Special Discounts,65000.0,105,2,2.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.1846,1,The Atlantic,(Down payment),0,0,0,0,84287
Modern 1-Bedroom Apartment on High Floor,102500.0,97,1,1.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Adam Real Estate,,0,0,1,0,84284
House for sale in Bakhtiari,210000.0,200,5,4.0,"Bakhtyari, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84275
Spacious 3-Bedroom Apartment in Cihan City,140000.0,204,3,2.0,"Cihan city, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,84258
Spacious Commercial Building in Prime Location,680000.0,200,0,,"Naz Naz, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,84257
Prime Commercial Building with Rental Income,380000.0,200,0,,"Nawroz (Hay Askari), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Omer Faqe Real Estate,(Negotiable),0,0,1,0,84271
High-floor 1-Bedroom Apartment with modern amenities,127500.0,104,1,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Adam Real Estate,,0,0,1,0,84269
Luxurious 5-Bedroom House for Sale,220000.0,250,5,3.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Genova Real Estate Company,(Negotiable),0,0,1,0,84263
Cozy 2-bedroom apartment in park view,145000.0,135,2,2.0,"Park View, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,84129
House Opposite Garden,170000.0,150,5,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,84256
Two-story Commercial Building in Hay Askari,290000.0,200,0,,"Nawroz (Hay Askari), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Omer Faqe Real Estate,(Negotiable),0,0,1,0,84252
Two Floor House,110000.0,125,3,3.0,"Rasty (Adala), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,,0,0,1,1,84237
Prime Commercial Plot With Building Permit,2432000.0,608,0,,"Bakhtyari, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,0,0,84248
House Opposite Garden,95000.0,125,3,2.0,"Sebardan, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84242
Spacious Family Home with 4 Bedrooms,400000.0,336,4,5.0,"Azadi, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,,0,0,1,1,84236
Modern House,470000.0,250,4,5.0,"Dream City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Mardy Shaqlawa Real Estate Company,(Negotiable),0,0,1,0,84227
Furnished Apartment For Sale,70000.0,125,2,1.0,"Lalav City, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,84228
Spacious Apartment with 4 Bedrooms,224000.0,253,4,2.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1964,1,Jamana Real Estate Company,(Negotiable + Down payment),0,0,1,0,84226
House for sale in Bakhtyari,127500.0,100,3,2.0,"Bakhtyari, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84222
Modern Apartment in Siraj Towers,177000.0,201,3,2.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1977,1,Jamana Real Estate Company,(Negotiable + Down payment),0,0,1,0,84220
Furnished Apartment For Sale,68500.0,85,1,1.0,"White Towers, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,84214
One Floor House,80000.0,100,2,1.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84213
"Commercial Plot in Erbil, 296m²",470000.0,296,0,,"Rasty (Adala), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,0,0,70178
Furnished Apartment For Sale,50000.0,64,1,1.0,"Central Park, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,84210
VIP House,430000.0,430,4,4.0,"Spanish Village, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,84195
Modern Home with 5 Bedrooms,225000.0,184,5,3.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,84181
Investment Opportunity in Runaki,810000.0,450,0,,"Runaki, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Omer Faqe Real Estate,(Negotiable),0,0,0,0,84177
Commercial Building with 11 Shops,370000.0,500,0,,"Bnaslawa, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Omer Faqe Real Estate,(Negotiable),0,0,1,0,84173
Great Building for Business in Erbil,620000.0,300,0,,"Hawlery Nwe, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,84168
Luxury Apartment for Sale,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,1,0,0,84167
Furnished Apartment For Sale,152500.0,204,3,3.0,"Cihan city, Erbil",For Sale,sale,1,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84114
New House,300000.0,288,4,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,84157
Residential Plot (250m²),150000.0,250,0,,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Omer Faqe Real Estate,(Negotiable),0,0,0,0,84155
Spacious Residential Plot in Mahabad,187500.0,343,0,,"Mahabad, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,0,0,84151
Modern House with Swimming Pool,545000.0,587,4,3.0,"Remas City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,75037
Spacious Family Home in Erbil,125000.0,150,4,3.0,"Andazyaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,1,82285
Spacious 6-Bedroom House in Andazyaran,300000.0,300,6,6.0,"Andazyaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,80008
VIP House,1800000.0,570,4,5.0,"Waziran Bakhtyari Street, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Mardy Shaqlawa Real Estate Company,,0,0,1,0,84141
Spacious Family Home in Hawlery Nwe,290000.0,225,4,4.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,1,84145
Two Floor House,125000.0,150,4,2.0,"Eskan, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Negotiable),0,0,1,0,51963
Elegant 14th-Floor Apartment in Erbil,185000.0,265,4,2.0,"Cihan city, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,1,77573
Charming One-Bedroom Apartment with View,60000.0,98,1,1.0,"Cihan city, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,,0,0,1,0,82876
Cozy 3-Bedroom Apartment in New Eskan,60000.0,150,3,1.0,"New Eskan, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Negotiable),0,0,1,0,57243
Cozy Rami Towers Apartment,72500.0,95,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,84136
Spacious 3-Bedroom Apartment with Great Views,120000.0,205,3,3.0,"Cihan city, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,,0,0,1,0,82823
"Spacious House in Erbil, 6 Bedrooms",230000.0,250,6,4.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Key Finder Real Estate Company,(Negotiable),0,0,1,1,84135
Family House in Aram Village 1,255000.0,240,4,3.0,"Aram village, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,77805
Great Opportunity for Investment,150000.0,300,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84134
Commercial Building with Multiple Units,300000.0,262,0,,"Farmanbaran, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,84133
Residential Land in Erbil,87500.0,125,0,,"Hawlery Nwe, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,0,0,84132
Apartment in Installment,157284.0,153,1,1.0,"Aram Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.2384,1,Divine Real Estate Company,(Down + Second payment),0,1,0,0,84131
Modern Apartment on Boulevard,175000.0,158,2,2.0,"Boulevard, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Divine Real Estate Company,,0,0,1,0,84115
House Opposite Garden,115000.0,125,3,2.0,"5 Hasarok, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,1,84144
Erbil Hotel with 30 Bedrooms,1855000.0,427,30,30.0,"100 Meter Street, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,75263
Spacious House with 4 Bedrooms,286000.0,276,4,5.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Jamana Real Estate Company,,0,0,1,0,84120
Spacious house in Aram Village 2,275000.0,276,4,5.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Jamana Real Estate Company,,0,0,1,0,84117
Stylish One-Bedroom Apartment in Erbil,77420.0,98,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1033,1,Rawezh Properties,(Down payment),0,1,0,0,84116
Modern Apartment in Prime Location,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84112
Modern 1-Bed Apartment in Erbil,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84111
Apartment for sale in Lav City View,100000.0,194,3,3.0,"Lalav City View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84107
Apartment for sale in the MNW,78000.0,115,2,2.0,"MNW Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,84106
High-rise Apartment in Erbil,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84110
Stylish Apartment with Spacious Layout,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84109
Modern Apartment with Stunning Views,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84108
Modern House in Aram Village 2,280000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,On Target Real Estate Company,,0,0,1,0,84139
Modern house with spacious rooms,102500.0,100,3,2.0,"Qarabuy Karez, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,84104
Modern 1 Bedroom Apartment for Sale,73500.0,95,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Dyar Real Estate Company,(Negotiable),0,0,1,0,84103
Cozy 1-Bedroom Apartment in Erbil,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84092
Cozy One-Bedroom Apartment in Erbil,77420.0,98,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1033,1,Rawezh Properties,(Down payment),0,1,0,0,84089
Modern Apartment,71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84097
Two Land For Sale,800000.0,250,0,,"Dream City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,0,0,75250
House (200m²),295000.0,200,5,3.0,"32 Park (Sarbasti), Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,,0,0,1,0,37911
Cozy 1 Bedroom Apartment,68000.0,95,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Broker,,0,0,1,0,82655
Commercial Property (420m²),420000.0,420,0,,"Mala Ozer Street, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,64262
Residential Plot,76000.0,150,0,,"Baghlumnara, Erbil",For Sale,sale,0,0,0,1,0,,0,0,0.0,1,Sayd Suaad Real Estate,,0,0,0,0,84087
Commercial Plot (278m²),754000.0,278,0,,"100 Meter Street, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,0,0,29302
Cozy Apartment in Siraj Towers,79000.0,90,0,1.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.2025,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,84084
House Opposite Garden,400000.0,320,4,4.0,"Spanish Village 2, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.4938,1,Diamond House Real Estate Co.,(Negotiable + Down payment),0,1,0,0,74907
Cozy Apartment in Eskan Towers,44000.0,70,1,1.0,"Eskan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dyar Real Estate Company,,0,0,1,1,84076
6-Floor Commercial Building in Erbil,540000.0,200,0,,"Rasty (Adala), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,81498
Cozy Two-Bedroom Apartment in Eskan Towers,59000.0,105,2,1.0,"Eskan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dyar Real Estate Company,,0,0,1,1,84079
Residential Plot (450m²),700000.0,450,0,,"Wazyiran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,0,0,47279
Apartment (90m²),71000.0,90,1,1.0,"Quarter Franchise, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1,1,Rawezh Properties,(Down payment),0,1,0,0,84091
VIP Residential Plot,720000.0,350,0,,"Dream City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,0,0,47641
Garden View Apartment,43500.0,70,1,1.0,"Eskan Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dyar Real Estate Company,,0,0,1,1,84078
Investment Opportunity: Commercial Building,175000.0,150,2,,"92 Zanko (11 Athar), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Diamond House Real Estate Co.,(Negotiable),0,0,1,0,81571
